RB,JJS,IN,2
NNS,DT,VBP,2
WP,RB,PRP,5
CD,VBZ,NN,1
JJ,JJ,JJ,20
CC,IN,VBG,6
CD,VBZ,IN,2
WRB,PRP,TO,1
MD,PRP,VB,55
VBZ,IN,IN,14
NN,JJS,VBD,1
VBD,VBP,PRP$,1
NNS,NN,PRP,7
PRP,JJ,DT,4
RB,VBP,VBZ,7
CD,WDT,RB,1
VBP,VBZ,VBN,8
VBD,RP,CC,1
PRP$,VBZ,PRP$,2
CD,WDT,MD,2
CC,PRP,JJR,1
WP,RB,NN,1
JJ,RB,CC,5
JJ,JJ,NN,221
VBZ,VBP,RB,4
DT,VBD,CC,3
VBZ,TO,PRP,8
IN,WP,VBZ,5
WDT,NN,VBZ,14
IN,TO,VB,51
RB,VBZ,JJ,22
VB,PRP,VBP,16
WP,IN,PRP,5
IN,WDT,VBD,1
WP$,NN,MD,2
RB,IN,JJ,109
RB,WDT,VBN,1
MD,RB,PRP$,5
TO,DT,DT,11
VBG,EX,IN,1
TO,PRP$,CC,1
RB,VBZ,NN,26
IN,WP,CC,1
VBN,NNS,-NONE-,1
NN,IN,PDT,1
RB,VBP,NN,25
PRP,VBD,NNS,13
RB,VB,RB,24
JJS,RB,RB,1
IN,IN,PDT,3
VB,CC,JJS,1
VBG,DT,DT,9
VBG,PRP$,NN,45
VBP,PRP$,DT,1
PRP,DT,IN,6
VBZ,NN,NN,36
NN,WP,VBG,1
VBG,VBZ,CC,1
IN,VBZ,TO,3
NNS,WP$,JJ,3
NN,VBZ,IN,163
JJ,WP,NN,5
IN,PRP$,NNS,274
VB,NNS,NN,2
NN,VB,VBG,1
MD,IN,DT,9
DT,NN,VBZ,576
CC,WRB,PRP$,8
NN,VBP,CC,5
CC,IN,DT,293
RB,NNS,NN,1
CC,IN,VBN,3
CC,WP,MD,5
VBP,NN,IN,51
PRP$,NN,EX,5
TO,CD,DT,1
RBR,VBG,NN,1
NN,IN,NNP,30
VBN,VBD,JJ,1
IN,WDT,IN,9
RB,MD,PRP$,6
CC,JJ,DT,46
DT,RB,VBZ,28
IN,DT,VBG,58
VBG,VBN,JJ,2
VBD,VB,PRP$,4
VBN,NN,NN,71
MD,VBG,NN,1
TO,DT,RBR,1
VBD,NN,VB,2
VB,VBD,JJ,1
WP,PRP,MD,11
VB,PRP$,IN,3
VB,VB,JJ,5
VBD,CC,NNP,1
VB,JJ,PRP$,6
PRP,VBZ,PRP,43
NNS,VBZ,PRP$,1
CC,PRP$,NNS,29
JJ,VBZ,IN,2
IN,WP$,VBG,1
WDT,IN,JJS,2
RB,TO,CC,2
PRP,NN,CC,8
NN,CC,VBD,117
PRP$,RB,DT,1
RB,VBG,JJ,10
IN,WRB,DT,23
MD,RB,PRP,1
JJ,VBG,NN,1
PRP,PRP,CC,1
IN,MD,CC,3
VBN,VBP,NN,1
WRB,IN,VBZ,1
VBN,VBN,NN,5
VBP,NN,VBD,3
IN,RB,PRP,33
WDT,VBD,VB,1
VBZ,VBN,IN,95
WP$,DT,NN,1
VB,CD,JJ,2
WP,VBN,JJ,2
VBN,TO,WP,1
NN,NNS,WRB,37
JJR,TO,PRP$,2
WP$,NN,NN,21
NNS,EX,VBD,1
JJ,DT,VBP,1
JJ,PRP,WP,2
VB,JJ,RBR,1
RB,VBZ,VBP,5
CC,NN,MD,30
IN,PRP$,VBP,2
RB,VBN,NNS,7
VBG,RB,WP,1
DT,JJS,JJS,4
VBP,WRB,IN,1
IN,VBN,VBP,3
JJ,VBZ,RBR,1
VBD,PRP,EX,1
VBN,VBZ,JJ,2
PRP$,PRP,PRP$,1
CC,MD,RBR,1
IN,DT,VBN,133
VBG,VBN,RP,2
RB,IN,VBP,2
VBP,NNS,MD,4
VBN,RP,TO,1
IN,NNS,WP,12
NNS,WRB,JJ,16
JJ,RB,JJ,12
VBD,PDT,NN,1
IN,PRP$,CC,8
RB,WRB,NN,5
PRP,VBG,IN,16
DT,VBP,WP,1
VBD,PRP$,CC,1
NN,WP$,NNS,10
PRP$,WRB,IN,1
NN,WDT,MD,15
CD,TO,PRP$,1
VBG,VBP,DT,1
JJS,VBG,NNS,2
IN,WP$,VBN,3
TO,NNS,VBP,3
RB,TO,DT,26
VBZ,NNS,WP,2
PRP,IN,MD,1
NN,CD,VBD,1
WP,DT,PRP$,1
VBG,VBN,PRP,1
VBD,TO,PRP$,5
VBP,-NONE-,VBZ,1
VBP,JJR,NN,1
PRP,WRB,DT,3
VBD,JJ,VBZ,1
CC,VBP,RP,8
VBZ,NN,VBZ,8
VBP,DT,JJ,84
PRP$,JJ,NN,431
IN,EX,MD,1
DT,NN,VBD,312
RB,WP,NNS,2
VBD,CD,NN,11
WP$,JJ,VBG,1
VBN,NN,VBD,17
DT,VBZ,DT,33
RB,PRP,VB,4
VBD,NNS,NN,12
VBP,JJR,JJ,5
VBN,CC,VB,3
VBD,PRP,JJS,1
PRP,JJS,CC,1
PRP$,NN,JJR,4
IN,VBD,VBZ,1
VBP,JJ,JJS,1
RB,VBP,VBG,3
JJS,TO,NN,1
VBZ,RB,PRP,6
IN,VB,JJ,3
EX,PRP$,NN,2
PRP,PRP,DT,2
JJR,EX,VBZ,1
DT,TO,PRP,3
TO,RB,RB,1
VBN,RB,IN,31
JJ,NN,NN,1059
VBP,NN,VB,2
PRP,VBD,PRP,108
RB,IN,VBG,17
CC,NNP,IN,1
PRP,NNS,CD,1
WRB,VBG,PRP,1
VBP,IN,WRB,4
CC,WP,VB,1
VBP,IN,EX,1
WRB,NN,NN,18
NN,PRP,WRB,12
VBP,VBG,PRP$,2
VBD,VBN,RP,6
MD,PRP,VBG,1
VBD,NNP,NN,1
PRP,CC,PRP$,10
NNS,VBG,VBG,4
PRP,NN,RB,13
CC,VBP,PRP$,17
WDT,RB,PRP$,2
WDT,NN,WDT,2
VBP,IN,TO,5
MD,VB,MD,6
RB,RB,PRP,25
JJ,JJ,VBD,1
NNP,NN,VBZ,1
PRP$,DT,NNP,1
VBZ,PRP,JJ,5
VBP,VBG,JJ,8
WRB,DT,NNS,26
DT,NNP,VBZ,3
NN,WDT,EX,1
NNS,VBP,TO,47
NNS,VBD,IN,82
JJR,JJ,NNS,11
TO,VB,VBP,3
TO,CD,CC,1
IN,VBN,PRP,6
RB,PRP$,NN,113
WRB,VBG,RP,2
WP$,NN,PRP,3
IN,WDT,NN,5
PRP,VB,CC,9
PDT,VBG,TO,1
VBD,WP,DT,1
WRB,MD,JJ,1
NN,CD,JJR,3
NNS,DT,CD,2
IN,IN,NN,132
NN,PRP,VBG,11
RB,NNP,RB,1
DT,JJ,EX,1
VBG,RB,NN,2
CD,NN,VBP,1
NN,NN,VBP,22
PRP,RP,NN,2
IN,PRP,WP,23
VBP,-NONE-,NNS,2
JJS,VB,JJ,1
RB,RBR,PRP$,2
CD,VBD,VBN,1
PRP$,NN,TO,72
PRP$,PRP,IN,1
VB,WP,RB,7
PRP,JJ,VBN,1
WP,DT,CD,1
VBP,RB,CC,15
NN,WRB,CC,1
VBG,VBZ,RB,1
WDT,PRP,MD,19
VBG,PRP,CC,2
RB,RB,WRB,11
CC,VBN,VBD,2
RB,NNS,WP,1
NN,NN,JJS,3
PRP,VB,PRP$,15
WDT,VBZ,IN,13
JJ,PRP,NNS,1
VBP,VBP,NNS,1
WP,VBP,CC,1
PRP,PRP$,JJ,11
VB,RB,WP,4
PRP$,VBN,PRP,1
WP$,NNS,PRP,1
WP$,NN,VBG,2
VBN,JJ,VBD,1
RB,VB,TO,29
JJ,NNS,TO,40
CC,NN,VBD,64
VB,IN,JJ,54
JJ,WRB,PRP$,1
VB,NN,WP,2
VBP,PRP$,IN,2
VBN,RP,NNS,3
JJ,VBD,PRP$,5
TO,NN,CD,2
VBG,DT,JJS,1
CC,PRP,PRP,8
WP,VBZ,IN,6
NNS,VB,JJS,1
NNS,VBZ,JJS,1
WDT,JJR,NNS,4
NNS,RB,DT,15
CC,TO,RB,2
VBD,VB,VBN,5
VBP,NNS,DT,7
WRB,PRP,DT,3
RP,PRP,TO,1
DT,NNS,CD,2
PRP,VB,RP,2
DT,VBN,CD,3
CC,VBD,IN,152
PRP,VBD,VBZ,5
CC,RBR,WP,1
VBN,RBR,JJ,1
VBZ,NN,DT,14
MD,NNS,PRP,3
VBN,CC,VBZ,2
VBN,RB,PRP$,2
VBP,JJS,PRP,1
WP,PRP,VBD,14
VBD,NNS,PRP,4
TO,JJ,JJ,7
VBP,CC,DT,13
NNS,IN,DT,594
MD,CC,PRP,1
RP,DT,NN,26
DT,WDT,MD,1
NNS,NN,IN,45
RB,RB,VBP,14
NN,NNS,DT,176
NNP,NN,-NONE-,1
VBG,JJ,JJ,4
NN,RBR,NNS,1
NN,EX,CC,2
NNS,EX,NN,1
-NONE-,NN,NN,3
VBP,DT,NNS,89
-NONE-,RB,IN,1
VB,JJ,EX,3
VBN,MD,CC,1
VBN,CC,VBP,1
CD,NNS,WP,1
VBG,IN,WP,2
VBP,PRP,CC,18
VBP,JJR,NNS,3
VBG,RB,WRB,1
RB,JJ,PRP$,16
VBP,PRP,NNS,8
NN,WDT,NNS,17
VBG,NNS,IN,45
VBZ,-NONE-,IN,1
VB,IN,JJR,6
NN,MD,JJ,1
CC,JJR,CC,5
VBN,RB,TO,6
VBD,CC,VB,2
RB,RP,RB,1
VBG,NNS,PRP,8
VBN,IN,JJR,2
VBG,JJS,NNS,1
VBZ,JJR,IN,4
JJR,TO,PRP,1
CC,PRP,WRB,1
VBD,WP$,NNS,1
NN,VBD,DT,110
RBR,JJ,PRP,3
WP,JJ,DT,1
RBS,RB,CC,1
EX,VB,NNS,1
CC,JJS,WRB,1
VBG,RB,PRP,4
VBG,NN,CC,48
VB,VB,TO,1
CC,VBG,PRP$,8
VBD,VBN,VBZ,1
DT,IN,PRP$,16
NN,IN,VB,4
NN,CD,PRP,1
NN,IN,WDT,28
RBS,JJ,NN,6
CC,VBD,VBN,19
CC,CD,IN,4
VBZ,CC,MD,1
PRP$,MD,PRP$,1
VBP,NNS,TO,6
CC,VBN,NNS,11
VBD,RB,CD,2
VBZ,EX,NN,1
JJ,IN,MD,3
WP$,RB,VBZ,1
CD,VBP,CD,2
NN,VB,CC,6
RB,VBP,TO,10
WP$,NN,RB,2
VBN,PRP$,JJ,18
JJ,WDT,NNS,3
PRP,WP,VBN,3
WRB,JJ,NN,67
DT,NNS,PRP$,20
WP,VBN,CC,4
PRP$,JJ,CD,2
VBZ,DT,MD,1
NN,IN,VBG,77
PRP$,PRP$,NN,7
VBD,CC,NN,61
CC,TO,NNS,1
NN,VBG,WRB,2
RBR,IN,EX,1
VBD,VBD,IN,3
VBN,PRP$,MD,1
JJR,JJR,RB,1
NN,NNS,NN,71
DT,RBS,RB,1
WDT,NNS,IN,6
PRP,JJR,VBD,1
CC,EX,MD,2
NN,CC,NNS,92
RBR,MD,PRP,1
CC,VBP,TO,10
VBN,PRP$,NNS,14
NNS,NNS,TO,5
PRP$,DT,PRP$,1
DT,JJ,WDT,2
PRP,VB,RB,10
JJ,NN,VB,23
PRP,VBD,VBD,7
RB,JJR,VBN,2
JJ,PRP,VBZ,15
PRP,VBN,IN,7
WDT,VBZ,NN,6
PRP$,NNS,VBZ,7
DT,CC,JJ,3
WRB,PRP,JJ,2
NN,VBN,-NONE-,1
NN,PRP,DT,26
PRP,MD,MD,1
VBP,DT,RB,7
RP,PRP$,JJ,1
DT,NNS,TO,27
PRP,RB,VB,38
JJ,NN,IN,687
PRP,IN,VBP,2
PRP$,NNS,IN,130
NN,RBR,TO,3
VBG,RP,TO,3
NNS,PRP,RB,29
PRP$,NNS,WP$,1
WP,VBG,VBD,1
IN,WRB,PRP,18
WP$,VBN,NNS,1
JJ,CC,IN,32
TO,NNP,NNS,4
JJ,RB,DT,4
WRB,DT,VBZ,4
PRP,WP,VBG,1
DT,VBZ,NNS,2
JJ,RB,VBN,5
NN,JJ,NN,138
WP$,NN,IN,2
WP$,NN,VBZ,8
NN,NN,WDT,116
DT,EX,VBZ,1
PRP,DT,PRP$,5
JJ,NNS,CD,2
TO,RB,CC,1
RBR,VBN,TO,1
JJ,WRB,DT,8
PRP$,VBG,DT,1
MD,VB,VB,39
NNS,DT,RBR,9
VBD,TO,NNP,2
MD,IN,PRP$,2
CC,VBD,NN,79
WP,DT,JJS,1
MD,VBG,NNS,1
WRB,IN,NN,14
NNS,RBS,RB,1
WRB,JJ,MD,3
NN,NN,EX,8
VBZ,EX,IN,1
PRP$,IN,VBZ,2
VBD,WRB,VBP,1
VBP,JJ,PRP$,9
NN,VBP,RP,1
VBN,JJ,NN,44
WDT,CD,JJ,1
PRP$,VBG,TO,1
WRB,NN,IN,15
PRP,JJ,WP,2
PRP$,NN,CD,4
CC,DT,NNP,11
CD,RB,JJ,4
PRP$,VBD,DT,3
PRP,VBP,WRB,16
WDT,IN,IN,5
VBD,RB,RB,35
NNS,VBG,WDT,4
TO,PRP$,PRP$,2
WP,VBD,VBD,1
IN,RB,MD,4
JJ,CC,VBG,14
RB,PRP$,DT,1
VBD,CC,VBP,1
WRB,VBP,IN,1
RB,NNS,VBD,4
WP$,NNS,VBD,2
NN,WP,NN,28
VBP,VBP,DT,5
NN,JJS,RB,3
TO,NN,NN,26
RB,DT,VBD,1
WP,VBP,MD,1
VBP,RP,PRP$,2
WDT,VBD,JJ,5
VBN,NN,CC,42
DT,CC,VBP,1
IN,PRP,WDT,1
IN,PRP,JJR,8
VBD,NN,WP,1
VBD,WP$,JJ,1
DT,MD,CC,1
PRP,TO,NNS,2
CC,PRP,VBZ,15
WRB,CD,JJ,2
VBN,EX,VBD,1
VBD,PRP$,RB,3
DT,DT,PRP,9
VBD,JJ,RB,6
VBG,IN,VBG,2
VBN,DT,DT,4
JJS,NN,PRP,5
VBP,IN,CD,2
JJ,RB,VBG,1
CD,WP,VBD,2
CC,WRB,DT,27
JJ,WP,VBZ,2
CC,VBP,DT,50
IN,NNP,JJ,10
VB,VBZ,DT,1
NN,RBS,JJ,2
CC,IN,WP,4
PRP,EX,VBZ,1
NN,NNS,JJ,26
VB,NNS,CC,8
NN,WRB,DT,72
RBR,MD,VB,7
NNS,VBN,IN,39
NNS,WP,JJ,2
JJR,DT,NNS,2
NNS,RB,JJR,2
JJ,VBZ,TO,1
VBP,CC,VBZ,1
JJ,VBN,TO,3
VBP,VBZ,RB,7
NNS,VBG,CC,5
PRP,RB,RB,61
VBP,JJ,NN,135
VBG,IN,NNS,19
PRP,IN,PRP,47
NN,VBZ,WDT,3
MD,VB,VBN,109
VBD,TO,CC,1
WRB,NNS,VBP,40
VBD,VBG,VBN,2
JJ,WDT,PRP,1
IN,IN,CD,6
VBD,RP,DT,2
NNS,CC,EX,1
VB,JJS,NNS,1
JJ,PRP,VBD,31
VBD,CC,VBG,5
VBP,DT,VBG,17
NN,PRP$,VBN,14
EX,IN,WDT,1
RB,MD,RB,8
VBG,VBG,NNS,1
IN,NNS,VBG,27
EX,DT,NN,11
VBZ,VBZ,PRP,2
PRP,TO,JJ,1
DT,JJS,MD,2
RB,PRP,WP,3
DT,VBN,RB,5
NN,NNP,NN,1
NN,VBP,VBG,4
WRB,PRP$,NNS,9
RB,VBG,DT,9
RB,NNS,JJ,1
JJR,JJ,PRP,1
JJ,EX,MD,2
IN,JJS,JJ,11
CC,DT,VBD,3
DT,IN,JJS,1
NNS,CD,JJR,2
CD,JJ,JJ,6
NN,NN,WP$,21
JJS,IN,PRP,1
RB,MD,TO,1
CC,MD,PRP$,7
NN,JJR,IN,6
VBZ,RB,RBR,3
JJS,JJ,NNS,2
RB,CC,JJR,2
NN,JJ,WDT,1
RB,VBD,DT,37
IN,CC,MD,1
JJR,VBP,NNS,1
EX,IN,NNS,1
CC,CD,WDT,1
RB,RBS,JJ,1
TO,DT,NN,302
VBD,RB,IN,43
VBN,PRP,VBG,1
JJ,JJS,NNS,1
RB,VBZ,JJR,3
CC,VB,PRP,35
IN,CD,DT,6
RB,VBN,TO,16
DT,NN,JJS,11
NNS,JJ,WRB,1
WP,PDT,NNS,1
CC,RB,VB,31
NN,VBP,RB,22
IN,DT,PRP$,64
VBD,WP,RB,1
IN,EX,VBP,1
PRP$,CC,VBG,1
VBD,JJR,IN,3
VBG,WP,-NONE-,1
VBP,PRP,VBN,20
CD,VBD,MD,1
RBS,NN,IN,1
TO,VB,RP,13
-NONE-,VBP,VBN,1
VBG,DT,NN,92
WDT,TO,NNS,1
-NONE-,VBP,DT,1
RB,VBP,EX,1
TO,VBD,VBZ,1
CC,VBN,RP,2
NN,WP,PRP,11
VBP,DT,MD,1
WDT,JJ,NN,13
RB,VB,JJR,2
RB,TO,VB,122
IN,NNS,VBN,45
MD,VB,NNS,26
PRP,WP,JJ,4
RB,VBP,WDT,1
PRP,IN,JJS,7
RB,DT,VBG,3
WDT,CD,NNS,1
VBG,DT,JJ,49
TO,VBP,CC,1
IN,CD,WP$,3
VBZ,WRB,JJ,3
WP,NNS,NNS,1
RB,IN,CD,10
MD,JJ,DT,2
RB,CD,VBZ,2
NN,VBG,RP,4
WRB,PRP,PRP,1
VBP,VBN,MD,1
NN,WRB,NNS,14
PRP,VBP,NNS,32
CC,PRP,VB,5
VBD,IN,VBZ,2
VBD,DT,IN,2
NNS,RB,IN,68
NNS,CC,PRP$,18
EX,WRB,DT,2
NNS,CC,JJS,3
DT,RB,VBN,20
VB,DT,NN,307
WDT,-NONE-,VBZ,2
PRP,DT,NN,90
JJR,NNS,VBP,4
NNS,JJ,TO,4
CD,CC,DT,2
PRP,VBD,JJR,4
WP,VBG,NN,2
CC,JJ,NN,243
JJ,RB,MD,3
IN,VBD,RB,4
VBD,VBN,PRP$,12
PRP$,IN,VBG,1
VBP,NNS,JJ,2
EX,IN,JJS,1
RB,JJR,NNS,3
VBG,VBP,RB,2
DT,JJ,TO,13
VBD,PRP,RB,78
RB,VBG,WRB,3
MD,VB,NN,137
CC,IN,EX,1
NN,VBD,JJS,2
IN,JJS,PRP,2
CC,NNS,MD,6
WP,VBD,NN,1
MD,RB,IN,6
NN,CC,VBP,14
NNS,VBD,NN,39
NN,PRP,WP$,4
WP$,NNS,JJ,1
VBD,VBZ,NN,6
NN,RB,WP,3
NN,VBN,TO,8
VBP,WP$,NNS,1
CC,WRB,CC,1
JJR,DT,JJ,10
CC,TO,VB,48
VB,PRP,RB,41
VBN,WP,RB,1
NN,WDT,RB,24
VBZ,NN,VBG,4
WDT,IN,CD,2
RB,VBG,VBZ,1
NNS,EX,VBP,2
JJ,NN,VBD,184
NNS,TO,WDT,1
NNS,VBN,VBG,2
TO,JJ,PRP$,2
WRB,DT,WP,1
RB,JJS,PRP,1
WP,RB,JJ,3
NNS,MD,DT,1
PRP,VBD,-NONE-,3
IN,JJS,VBG,1
PRP,VBZ,WP$,1
NN,NNS,WP$,6
CC,MD,IN,6
VBN,WRB,VBZ,1
IN,PRP,VBP,335
MD,VB,RBR,4
WRB,NN,RBR,1
DT,RB,VBG,13
RBR,PRP,VBZ,2
IN,MD,PRP,2
RB,MD,PRP,11
RB,RB,EX,1
NN,WDT,TO,4
NN,EX,MD,6
PRP,VBP,WP$,4
NN,VBP,TO,10
WP,VBP,TO,2
VBG,PRP$,JJ,12
VBP,WRB,RB,5
CC,NN,NNS,95
RB,VBZ,PRP,16
NNS,TO,NNS,11
VBZ,VBN,TO,12
NN,JJ,RB,5
WDT,VBP,PRP$,1
WP,NN,MD,9
NNS,WDT,JJS,1
RB,NN,NNS,11
RB,PRP,IN,8
WRB,PRP,CD,1
NNS,DT,PRP$,4
VBG,PRP,TO,4
NN,VBN,MD,3
VBG,NNS,PRP$,9
TO,NNS,NN,3
JJ,NNS,WDT,67
VB,MD,RB,3
JJ,DT,JJR,2
RBS,RB,JJ,1
RB,NNS,VBN,2
VBZ,PRP,VBD,8
RB,TO,NN,8
DT,WRB,DT,7
NN,-NONE-,VBZ,1
JJ,CC,PRP,7
VBD,JJS,NN,1
WP,NN,VBD,17
CC,VBP,VBZ,5
CC,NNP,NNS,1
VBZ,NN,VBN,12
VBP,VBP,VB,1
DT,JJR,IN,14
NN,NN,CD,8
DT,JJ,RBR,2
VBN,WP,IN,1
DT,DT,NNS,84
DT,DT,WP,3
JJ,NN,EX,11
PRP,RBR,JJ,1
NNS,VBN,VBN,1
JJS,PRP,WRB,1
WDT,VBD,RB,9
VBN,NN,VBP,2
NN,JJR,DT,1
IN,JJS,VBN,1
JJ,JJS,IN,2
NN,EX,VBD,2
IN,VBZ,VBG,1
CD,NN,WDT,6
EX,IN,IN,1
RB,IN,MD,3
JJ,IN,WP,3
CD,VBP,JJ,1
JJR,RB,IN,8
VB,IN,PRP,62
PRP,WRB,NN,3
WP$,NNS,MD,1
VB,JJ,PRP,7
EX,NN,IN,1
DT,WDT,PRP$,1
DT,VBD,CD,1
JJR,PRP,VBP,2
WDT,NN,IN,30
JJ,VBN,NN,55
JJ,VBD,NN,6
JJ,VBZ,NN,7
CC,CD,VBZ,1
WRB,VBP,PRP$,2
RB,VBD,VB,10
TO,PRP,PRP,11
TO,VBN,NN,2
IN,JJ,VBD,5
NNS,VB,NN,1
IN,PRP$,NN,1162
VBN,VBP,IN,4
VB,PRP,EX,2
VBG,JJ,VBD,1
NNS,PRP,MD,22
VBD,CD,JJ,3
VBN,VBN,-NONE-,1
VBP,VB,PRP$,2
NNS,IN,JJ,331
PRP$,DT,JJ,5
NNS,WDT,JJ,15
WDT,RB,IN,8
VBZ,VBG,RB,5
VB,PRP,RP,3
CC,VB,WRB,4
IN,DT,PRP,39
VBP,RP,PRP,2
PRP,RB,NN,7
VBG,TO,VBG,3
WP$,VBG,NN,2
VBP,PRP,WP$,3
CD,WP,JJ,1
CC,VBD,CC,27
PRP,WDT,RB,1
NN,VB,VBN,36
WP,-NONE-,RB,1
CC,JJ,IN,67
DT,RB,MD,3
DT,VBN,JJ,10
VBD,JJ,WP,2
DT,DT,PRP$,5
NN,VBP,CD,1
JJR,NNS,MD,6
IN,NNP,VBZ,2
PDT,JJ,TO,1
RB,RB,JJ,52
TO,CD,IN,3
VBZ,NN,WRB,2
WRB,CD,VBN,1
VBZ,RB,TO,8
WP,VBP,VBG,1
VBP,WRB,NNS,3
NN,IN,CD,38
JJS,PRP,JJ,1
RB,WDT,PRP,3
-NONE-,VBD,NNS,1
CC,VB,RP,8
VBZ,JJ,CC,24
VBG,IN,CC,4
VBN,VBP,JJ,2
JJS,CC,TO,1
NNS,DT,JJS,9
IN,CD,NN,48
WP,VBD,IN,5
VBZ,VBD,RB,1
JJ,CC,PRP$,6
TO,JJR,RB,1
RBR,JJ,VBZ,1
CD,IN,PRP,6
VB,VB,NNS,1
CD,VBN,VBN,1
VBZ,VBD,VB,1
WP,IN,JJ,9
NNS,WP,VBD,7
JJ,VBP,MD,1
IN,JJS,MD,1
RB,VBG,PRP,7
NN,NNS,-NONE-,1
MD,PRP,VBP,24
CC,PRP,WP$,3
WDT,VBG,VBZ,1
PRP,CC,DT,19
VBP,VBD,PRP,1
JJ,VBZ,EX,1
NN,IN,WP$,14
DT,JJR,NN,42
PRP,VBN,RB,1
WDT,TO,DT,4
-NONE-,RB,RB,2
WDT,TO,PRP,1
IN,NN,VBN,66
IN,CC,PRP,7
RB,VBD,WRB,1
RB,VBP,WRB,8
VBZ,RBS,RB,1
VBZ,EX,VBP,1
WRB,VBN,VBP,1
JJR,MD,PRP,1
VBN,IN,CD,6
DT,WRB,VBP,1
NNS,IN,JJR,10
RB,VBN,JJ,9
RB,WRB,VBP,1
RB,-NONE-,NN,2
VB,PRP,MD,11
TO,PRP$,JJ,18
TO,JJR,NN,3
PRP$,VBN,WRB,1
VBZ,IN,NN,87
NNS,VBG,WRB,1
CC,WP,IN,4
WDT,VB,DT,1
TO,PRP$,PRP,1
NN,VBD,EX,4
PRP,VBP,VBZ,4
PRP,VBD,WP$,1
CC,WP,NNS,2
VBD,PDT,DT,1
CC,PRP,MD,45
JJS,VBP,RB,3
VBN,TO,VB,80
WDT,NNS,WP,1
VBP,NN,NNS,18
VBD,JJ,TO,14
RB,VBP,RP,1
VBP,JJS,NN,1
IN,PRP$,MD,6
IN,NNS,JJ,35
VBD,MD,VB,15
WRB,CC,JJ,1
