RB,JJS,IN,2
NNS,NNS,RB,6
VBN,WRB,VBG,1
DT,NNS,JJS,1
PRP,RB,MD,30
RB,VB,PRP,43
JJ,VBG,WRB,1
CC,VB,RBR,1
PRP,WDT,VBZ,2
VBN,RB,WRB,5
VBN,IN,PRP,41
NN,WP$,JJ,9
RB,WP,MD,2
VBG,JJ,NN,21
RB,WP,VBN,1
IN,NNS,PRP$,24
VBP,CC,VBG,7
WDT,IN,MD,1
VBP,RB,WP,6
CC,CD,VBD,1
CC,RB,EX,3
IN,CD,MD,4
WDT,VBD,PRP,5
IN,VBN,TO,7
NN,VBP,PRP$,7
JJ,CC,NNS,16
NNS,WRB,TO,1
IN,DT,NNP,40
VBG,NN,PRP$,14
DT,WP$,NNS,2
JJ,VBG,PRP,1
WP,RB,VBD,8
WP,VBG,RB,1
CD,PRP$,NNS,1
NNS,PRP,VBD,52
EX,CC,VBD,1
RBR,JJ,TO,1
WDT,DT,DT,5
VBN,DT,JJS,1
NNS,CC,NNS,273
WRB,JJ,CC,10
JJS,NNS,VBD,3
JJ,RBR,JJ,3
PRP,RB,WP,3
VBN,NNS,WDT,2
VBP,DT,DT,9
VBD,VBN,VBN,12
JJR,JJ,RB,1
MD,PRP,PRP,1
DT,CD,VBP,1
VBN,RB,DT,7
VBP,WDT,DT,1
CD,NN,VBN,1
VB,VB,RB,5
WRB,VBP,RB,2
NNP,IN,NN,2
VBD,VBZ,RB,2
VB,CC,NN,41
VBP,CD,RB,1
JJR,RB,CC,4
RP,VBN,RB,1
VBD,DT,PRP,1
MD,RB,RB,11
NNS,IN,NNS,163
WRB,JJS,PRP,2
VBP,TO,RB,3
WDT,VBD,RP,2
VBG,VBD,DT,3
PRP,VB,TO,5
NN,JJ,PRP$,2
IN,TO,IN,1
DT,WRB,CC,3
IN,PRP,RB,71
RB,VBD,PRP,45
WDT,PRP,CD,1
RB,VBN,VB,1
VBN,TO,JJ,11
RB,WRB,PRP,18
CC,NNS,RP,1
VBZ,JJS,VBN,1
NN,EX,NN,7
NNS,VBG,VBN,4
PRP,IN,IN,29
PRP$,VBN,JJ,6
VBZ,PRP,WP,2
CC,RB,WP,2
VBG,RB,JJ,8
PRP$,CC,JJ,1
IN,NN,VBP,36
VBD,VBG,CC,1
VBN,VBG,JJ,1
DT,VBD,DT,14
RB,VBD,VBN,18
DT,JJS,RB,5
CD,WDT,NN,1
JJR,PRP,JJR,1
RB,CD,IN,5
DT,JJ,IN,128
PRP$,PRP$,VBN,1
PRP$,NN,VBP,17
IN,IN,CC,2
WRB,NNS,RB,4
CD,VBG,WP,1
CC,JJS,PRP$,1
RB,RP,PRP$,1
NN,PRP,JJS,1
CC,IN,NNP,5
WRB,JJ,VBN,4
VBD,TO,DT,25
RB,VBD,VBG,2
WRB,JJ,IN,10
NN,DT,CC,2
WRB,JJ,WRB,7
CC,JJ,VBZ,5
CC,NNS,VBN,2
NN,VBZ,RB,88
EX,PRP,VBZ,2
NN,VBN,IN,60
JJ,DT,IN,1
VBD,VBN,VBG,1
JJR,CC,CD,1
RB,CC,TO,1
PRP$,IN,PRP$,7
WP,PRP,VBZ,12
RB,VBG,CC,2
VBZ,PRP,WRB,1
VBZ,RP,IN,3
PRP,IN,VBD,8
WRB,NN,VBD,14
VBG,NNS,NNS,7
VBD,-NONE-,NNS,1
CC,RB,WRB,6
WRB,DT,TO,1
-NONE-,VBN,TO,1
IN,VBN,-NONE-,1
PRP,IN,PDT,2
CC,PRP,VBG,1
-NONE-,VBZ,TO,1
WDT,VBZ,DT,28
VBP,RBR,JJ,1
JJ,EX,VBZ,2
VB,VBN,IN,54
VBN,DT,JJ,32
VB,VBZ,RB,2
CC,RB,JJ,68
VBD,JJ,MD,1
JJ,RB,VBZ,8
VBN,PRP,MD,6
VBZ,VBN,JJ,13
JJS,NNS,-NONE-,1
VBP,RB,RBR,7
DT,NNS,PRP,42
RP,CC,DT,1
IN,RB,VBD,19
NNS,JJR,TO,1
RBR,RB,IN,1
NN,IN,IN,162
WDT,DT,NNS,7
IN,CD,VBD,1
NNS,VBN,PRP$,4
RB,EX,VBZ,1
PRP$,RB,VBN,3
VBG,NN,WP$,2
VBZ,RB,RB,34
NNS,JJ,EX,1
CC,RBR,JJ,4
NN,NNS,VBG,44
MD,VBG,RB,1
IN,VBD,VBG,1
VBZ,VBN,CD,1
VBP,CC,JJ,26
RBR,NN,NN,1
VB,WRB,PRP,10
JJ,MD,VBZ,1
CC,NNS,VBG,15
CC,VBN,DT,13
VBZ,NNS,NNS,2
RB,MD,DT,9
IN,MD,DT,2
VBZ,NN,JJ,3
WRB,JJ,RB,5
RP,VBG,NNS,1
VBD,IN,IN,27
WP$,NNS,VBP,9
NN,CC,NN,912
RP,DT,VBG,1
JJ,NNS,NNS,24
NNS,MD,PRP,4
NNS,WP,RB,9
JJ,VBG,RB,1
DT,CC,VBD,1
VBN,VBP,RB,4
VBD,NN,WP$,1
NNP,VBZ,PRP,1
VBZ,JJS,NN,2
NNP,JJS,VBZ,1
JJR,CC,PRP$,1
IN,WP$,RB,2
DT,NN,CD,5
CC,PRP,DT,10
WRB,DT,VBG,2
JJR,JJ,JJ,2
WP$,RB,NN,1
NN,WP,VBD,6
JJS,RB,VBP,2
-NONE-,JJS,NNS,1
CC,JJ,MD,1
VBP,VBN,VB,1
VBG,RP,CD,1
VBD,RB,NN,12
JJR,NN,IN,20
MD,PRP,RB,13
RBS,IN,DT,1
WP,VBD,MD,1
IN,JJ,JJS,1
NN,WRB,VBZ,5
RBS,NNS,JJR,1
VBP,PRP$,JJS,1
WRB,VBP,PRP,16
JJS,JJS,IN,1
PRP,CD,VBP,4
JJ,NN,JJS,1
JJ,MD,NNS,4
VBZ,VBN,JJR,1
NNS,VB,MD,1
CD,VBG,NN,13
VBP,IN,JJS,4
TO,CC,VB,9
WDT,VBP,PRP,3
VBD,DT,NNS,52
VB,DT,VBP,1
VB,WP,JJ,2
VBP,RB,NNS,11
PRP,PRP,VBZ,10
WP,RB,PRP$,3
VBG,WP,NN,1
WP,VB,PRP,1
CC,EX,RB,1
WRB,NNS,VBD,6
JJ,CC,VBN,6
WRB,IN,CC,1
CC,NNS,VBP,101
DT,NNS,RB,45
IN,VBN,VB,2
CD,CC,PRP,1
DT,NN,WP$,13
NNS,WDT,VB,9
NNS,WDT,-NONE-,1
EX,DT,JJ,3
VBN,VBG,NNS,1
WDT,VBP,NN,2
PRP,VBG,WP$,1
NNS,RB,WDT,1
PRP,VBG,PRP$,2
PRP,VB,WP,2
VBP,JJR,CC,2
RB,CC,PRP,11
RB,VB,WP,1
VB,RB,JJS,2
NN,NN,-NONE-,1
WP$,NN,-NONE-,1
VBD,VBG,JJ,5
NN,DT,PRP$,16
PRP,MD,TO,1
VBN,PRP,PRP$,3
VB,VBN,NNS,7
CC,DT,RB,11
VB,PRP,IN,67
NNS,DT,VBD,1
TO,PRP$,TO,1
RB,CD,VBG,1
NN,JJ,IN,36
VBP,RB,DT,24
VBZ,NNS,WRB,1
VB,DT,JJS,4
VBD,IN,NNP,3
CC,RB,VBG,19
NNS,PRP,WP,2
VB,PRP$,TO,2
PRP$,JJ,CC,14
VBG,IN,NN,67
WP,VBZ,DT,17
VBD,NN,JJ,3
WDT,DT,WP,2
CC,RB,RP,4
VBP,RP,DT,6
VBP,JJS,RB,2
VBD,NNS,RB,7
VBN,IN,NNS,51
PDT,NNS,VBP,2
IN,CD,VBZ,1
CD,DT,NNS,3
RB,EX,VBD,2
IN,PDT,PRP$,1
JJ,VBP,VBN,7
VBZ,NNS,RB,3
VBD,VBZ,TO,2
WRB,JJ,NNS,47
NN,EX,VBP,1
RB,NN,TO,9
NN,TO,WDT,6
JJR,VBG,VBZ,1
TO,NNS,VB,7
NNS,VBP,IN,184
VBP,PRP,VBZ,17
EX,VBP,NN,1
PRP,VBD,MD,4
RB,RBR,TO,1
DT,RBR,JJ,16
PRP,CD,NN,5
WP$,RB,IN,1
JJ,JJ,VBP,1
JJS,CC,NN,2
NNS,VBN,CC,6
VBN,RB,WP,1
WP,NN,TO,4
PRP$,NNS,TO,31
VBG,VBD,IN,1
VBZ,NN,CC,35
JJS,CD,CC,1
IN,JJS,CC,4
RB,NNS,TO,5
IN,NNS,VBZ,4
NNS,WP$,RB,1
TO,NNS,RB,3
EX,MD,VB,26
TO,DT,VBP,1
CD,NN,CC,8
VBD,DT,JJR,1
IN,VBG,TO,2
VBG,NN,VBZ,10
VB,CC,DT,6
NN,TO,NNS,14
IN,DT,JJR,18
DT,WP,VB,1
VB,VB,PRP$,2
-NONE-,JJ,NN,3
CC,VBG,NNS,35
MD,PRP$,NNS,12
WDT,DT,JJ,6
VBG,VBG,JJ,1
NNS,RP,IN,1
MD,VB,RP,4
VBP,VBZ,NN,1
WP,DT,VBG,1
JJ,MD,RB,4
DT,DT,DT,11
NNP,RB,VBG,1
CC,VBN,CC,6
NNS,VBG,IN,59
NNS,IN,WRB,4
WP$,JJ,JJ,2
PRP,VBP,WP,11
JJR,VBN,TO,1
EX,VBP,NNS,3
NN,CD,RB,2
RP,VBN,NN,1
NN,VBZ,JJS,3
IN,JJS,NNS,18
CC,EX,NNS,1
VBN,-NONE-,MD,1
DT,JJS,VBP,2
TO,JJ,DT,14
VBD,VBP,DT,2
NNS,VBN,NNS,5
VBP,CC,VBD,1
IN,VBN,IN,23
JJ,PRP$,NNS,23
IN,PRP,IN,116
RB,VBZ,IN,49
NN,NNS,VBZ,17
PRP$,NN,CC,173
RB,VB,RBS,1
PRP,WP$,NNS,4
PRP,NN,VBD,7
RB,VBP,PRP$,12
PRP$,JJ,DT,3
VBN,IN,DT,180
WRB,RB,VBN,3
RB,VBD,CD,4
JJ,RBR,CC,1
JJ,RB,PRP,7
RP,RB,TO,1
VBN,PRP,IN,24
VBD,DT,CD,1
JJ,IN,NNS,46
PRP,CC,VBG,2
CC,VBN,MD,3
TO,VBG,IN,1
RB,VBG,VBN,5
VBN,NN,CD,2
JJ,VBD,VBN,12
-NONE-,NN,NNS,1
WDT,JJ,CC,1
NN,CC,PRP,69
VBD,NNS,WP$,1
CC,WRB,IN,8
WP,DT,VBN,1
VB,PRP$,NNS,46
WRB,PRP,PRP$,2
JJ,VBD,RBR,1
VBP,PRP,PRP,4
WDT,RB,DT,3
WRB,NN,CC,16
VBD,JJ,DT,12
IN,MD,TO,2
PRP$,VBP,VBN,1
TO,WDT,JJ,2
VBN,DT,RB,8
IN,NN,JJ,75
CC,RB,RB,42
WP,VBZ,VBZ,2
JJR,WRB,NNS,1
EX,VBZ,JJ,3
IN,NN,CC,576
MD,IN,NNS,2
PRP,VBP,PRP$,90
VBN,IN,PRP$,71
VBN,CD,WP,1
VB,JJ,WRB,1
VBP,RBR,VBN,1
RP,CC,NN,5
PRP,NNP,PRP,1
CD,CC,IN,1
VBG,IN,WRB,2
WRB,TO,VB,10
VB,RP,PRP$,2
WP,VB,IN,2
NN,CC,MD,18
WP,IN,DT,26
JJS,JJ,RB,4
RP,NNS,TO,1
CD,VBD,DT,1
NN,VBG,VBN,2
NN,PRP,IN,85
TO,VBP,IN,2
DT,VBP,VBP,1
VB,VBG,IN,5
MD,VB,VBG,9
IN,CD,CC,3
NN,VBD,VBP,1
CC,PRP,IN,27
NN,VBZ,WRB,9
VBG,WDT,NN,4
RB,PRP,JJ,2
DT,VBG,DT,1
VBZ,MD,CD,1
NNS,TO,DT,50
VBP,VBG,DT,3
VBG,TO,CC,1
CD,WP$,VBN,1
VBP,WDT,NNS,1
NN,-NONE-,VBN,1
NNS,CD,DT,1
VBZ,JJ,JJR,1
VBD,VBG,RB,1
WRB,VBP,VBZ,3
DT,WDT,NNS,1
RB,VBG,VBG,2
VBN,NN,RP,1
RBR,CC,IN,1
VBG,PRP,NN,3
EX,MD,PRP,1
NN,MD,CC,3
DT,NN,DT,279
IN,NN,WP,18
MD,VB,RB,88
NN,VBZ,MD,6
EX,IN,PRP$,3
CC,RB,VBZ,18
VBG,PRP,VBP,11
VBN,DT,VBZ,2
JJ,WP,IN,3
NN,VBG,VBG,2
JJ,IN,NN,234
JJR,NNS,VBN,1
IN,JJS,NN,24
NN,RP,TO,2
DT,WP,MD,4
VBN,VBD,CC,1
IN,CD,IN,14
CC,WP,TO,2
PRP,NN,VBP,3
VB,VBP,DT,1
-NONE-,IN,PRP,1
DT,PRP$,IN,1
DT,RBR,VBN,1
VBN,VBN,RP,1
MD,TO,DT,4
NNS,PRP,VB,1
PRP,VBD,WP,9
VB,WRB,JJ,8
VBN,NN,PRP,22
WDT,NNS,PRP$,1
VBN,-NONE-,JJS,2
JJ,WP$,NN,2
JJS,NN,WRB,1
RB,VBN,-NONE-,3
RB,CC,RB,47
TO,WP,VBD,1
PRP$,CC,VBN,1
JJ,NNS,VBD,65
IN,JJ,VBP,6
WDT,CD,VBZ,1
NN,JJ,VBZ,1
JJ,CC,VBP,4
VBN,CC,TO,4
DT,NN,PRP$,49
VBZ,IN,JJS,1
IN,DT,RBR,7
PRP,VBZ,IN,108
JJ,VBN,VBD,3
NN,IN,PRP,291
WP,DT,DT,1
NN,NNS,CC,163
VBP,NNS,VBD,3
VBP,DT,CC,4
IN,VBN,CC,10
NNP,RB,JJ,1
RB,PRP$,JJS,1
VBD,PRP$,JJS,3
WDT,VBN,NN,5
VBZ,TO,JJR,2
NNS,VBP,WDT,3
VBN,VBG,WRB,1
VBZ,JJ,PRP,2
-NONE-,JJ,NNS,1
VBN,TO,NNP,2
MD,DT,NNP,1
JJ,JJ,PRP,3
RB,RB,CC,22
VBG,NNS,DT,16
VBD,RB,VBN,41
VBN,RP,CD,1
VBN,WP,NNS,1
CC,RB,RBS,1
JJ,DT,VBN,3
VBP,VBN,RB,37
JJ,NNS,IN,330
NNS,IN,CD,15
RBR,PRP,VBD,2
IN,DT,VBP,6
IN,IN,NNP,4
NN,JJS,VBG,1
VBN,CD,NN,3
JJ,VBZ,VBG,2
VBN,RP,RB,2
VBN,RB,VBZ,3
IN,JJ,VB,1
CC,VB,NN,24
VB,RBR,CC,1
RBS,JJ,CC,2
NNS,CC,WP,2
IN,VBD,IN,3
CC,VBP,NN,20
NN,DT,VBN,35
VBP,VBD,DT,4
CC,VBZ,NN,14
NN,WP$,VBG,3
IN,RB,TO,10
DT,VBP,VBN,11
VBP,WP,RB,4
DT,JJS,JJR,1
DT,PRP,VBD,19
RB,CC,JJ,28
VBP,WP$,JJ,1
RB,NN,IN,55
DT,VBG,VBZ,1
NN,PRP,VB,22
VBD,PRP,PRP$,2
-NONE-,MD,IN,1
VBP,VB,PRP,4
VBP,WDT,TO,1
NN,DT,CD,5
NNS,CD,JJ,2
JJR,NN,DT,5
IN,WRB,JJ,10
PRP,WP,DT,4
MD,VB,WRB,7
PRP,DT,VBN,3
CD,PRP$,CD,1
RBR,VB,RB,1
CC,NN,DT,103
VBP,WRB,PRP$,2
RB,VBZ,CD,2
VBN,JJ,RB,3
MD,IN,MD,1
RP,CC,VBG,2
NNS,CC,DT,65
PRP,RB,VBG,10
WP,JJR,MD,1
NNS,VBZ,VB,1
RB,VBD,IN,45
VBG,RP,JJ,1
JJ,MD,IN,1
VBP,IN,IN,21
-NONE-,NNS,TO,1
VB,IN,NNP,3
WP$,RB,VB,1
JJR,JJ,VBN,1
DT,PRP,CD,1
CC,IN,WRB,1
VB,DT,WP,1
NNP,NN,NNS,8
PRP,CC,MD,6
CC,JJS,NN,5
PRP$,JJ,VBD,1
NN,MD,VBZ,2
WP,VBN,NN,5
PRP,RB,WDT,1
IN,JJR,JJ,8
JJS,IN,JJ,2
VB,VBP,JJ,2
DT,VBG,VBD,3
IN,VBG,PRP,7
RB,VBG,NN,41
NN,PRP,NN,31
NN,DT,VBG,8
IN,VBG,DT,6
RB,JJ,VBD,2
CC,NNS,-NONE-,3
VBN,RP,PRP$,1
RB,VB,MD,1
RB,VB,VBP,3
RB,VBN,RP,4
DT,VBN,VBN,4
NN,VBZ,NNS,18
NNP,VBP,MD,1
WRB,RB,DT,20
WP,RB,VBP,23
CD,NNS,IN,16
VB,RBR,JJ,4
NNS,PRP,VBP,145
IN,JJR,NN,21
JJ,PRP,TO,2
JJ,VBD,JJ,9
NN,RP,IN,6
CC,VBZ,RBS,1
WP,JJ,NNS,12
PRP,RB,RBR,3
VBG,NNS,WP,3
VBZ,VB,DT,1
TO,DT,JJ,79
VB,IN,WRB,1
VBD,RB,-NONE-,1
MD,DT,JJ,3
WRB,IN,IN,1
VBZ,JJ,WP$,1
-NONE-,NNS,IN,1
WDT,VBD,VBZ,3
PRP$,IN,DT,9
PRP,JJR,RB,4
PRP$,JJS,VBZ,1
PRP,RB,VBN,4
CD,VBP,WP,1
IN,IN,PRP,60
DT,VBN,PRP,4
EX,VBD,DT,18
JJ,VBP,TO,1
NN,VBG,WP,2
JJR,IN,CC,2
JJS,VBN,RB,1
VBD,RB,VBP,2
IN,VBZ,VBN,4
DT,WP,VBP,7
VBZ,VBG,NNS,4
NNS,WDT,NN,115
JJ,RB,JJR,1
WDT,IN,DT,25
VBP,NN,PRP,10
DT,TO,VB,18
CC,IN,RB,14
VBZ,CC,VB,4
VBZ,RB,VB,12
WDT,NNS,VBP,13
CC,NNP,DT,1
WDT,JJ,DT,5
EX,VBZ,CC,2
WDT,VBZ,TO,6
WDT,CC,JJ,1
NN,PRP$,JJS,2
NN,CC,TO,21
JJ,IN,PRP$,87
IN,NNS,NNS,22
VBP,TO,VB,100
VBN,NNS,VBZ,2
VBZ,RB,NN,15
VB,PRP,VBN,1
NNS,CC,NN,91
IN,TO,NN,9
RB,PRP,WRB,1
PRP$,IN,PRP,3
PRP$,CC,VBD,2
DT,DT,CC,1
WDT,PRP,IN,5
NN,RB,TO,33
WP,IN,NN,8
VBZ,NN,-NONE-,1
VB,VBP,TO,1
PRP$,NN,VBD,128
IN,JJR,TO,5
NNS,RBR,RB,2
WRB,VBD,JJ,4
WRB,EX,VBD,1
VBP,VBN,EX,2
CC,JJ,VBN,7
RB,TO,WP,2
VBZ,JJR,JJ,3
PRP$,VBZ,JJ,1
VBD,NN,VBN,10
VBZ,VBD,VBN,1
NN,VBD,WRB,8
VBP,PRP$,RB,6
CC,VB,VBG,2
VBN,WP,VBG,1
IN,PDT,DT,2
DT,NNS,WDT,99
DT,VBG,CC,2
DT,JJ,CD,5
VB,RP,JJ,4
VBN,CD,NNS,1
VBD,VBD,VBN,4
WRB,VBN,NN,5
IN,NN,PRP,128
DT,NNS,VB,6
CC,VBG,DT,14
VBD,DT,TO,1
NNS,WDT,TO,1
WRB,NN,VBP,4
NNS,VBP,VBZ,7
VBP,PRP,PRP$,7
VBZ,JJ,NNS,5
JJS,VBD,IN,2
VB,CC,VBG,6
MD,WRB,RB,1
VBN,-NONE-,VBZ,3
VBZ,DT,PRP,5
JJ,VBG,VBN,3
PRP,WRB,PRP,12
JJR,CC,IN,1
CC,DT,WDT,6
RP,JJ,TO,1
CC,DT,MD,5
JJ,PRP,DT,8
VBD,NNS,VBP,27
JJR,NNS,CC,4
CC,JJR,WRB,1
RB,WP,VBP,2
NN,RB,VBD,49
IN,RB,VBP,16
NN,RBR,RB,1
DT,DT,WDT,3
RB,CC,VBD,5
NN,WRB,JJ,33
NNS,CD,NNS,3
WDT,JJ,WRB,2
DT,CC,IN,3
WDT,JJS,JJ,1
JJ,CC,WP,3
CC,NNS,VB,5
JJS,WRB,IN,1
IN,NN,VBG,59
VBN,CC,IN,5
NN,CC,CD,11
WRB,RB,VBZ,5
PRP$,IN,NNS,1
VB,IN,RB,19
VBD,VBN,NNS,14
RP,NNS,IN,3
RBR,WP,VBZ,1
VB,WP,VBN,1
VBP,VBN,TO,25
PRP$,CD,JJ,2
PRP$,NNS,WDT,10
NN,VBG,MD,2
CC,JJ,RB,9
VBG,NNS,NN,16
VBN,WRB,PRP,3
DT,RB,JJS,3
WP,JJR,IN,4
VBD,CC,CD,2
VBN,RBR,VB,1
DT,NNP,IN,3
DT,JJR,MD,3
IN,PDT,NNS,2
JJ,DT,DT,5
VBN,IN,VBG,1
EX,DT,VBN,1
NN,WRB,PRP$,16
PRP,IN,WDT,2
RB,VBN,NN,30
NNS,NNS,VBP,30
RB,VBD,NN,16
IN,RB,VB,10
VB,PRP,PRP,8
CC,PRP$,JJ,27
VBN,NNS,MD,7
WDT,MD,DT,1
VBN,CC,NNP,1
NN,WP$,RB,2
CC,VBD,VBP,2
VBN,WRB,NN,3
WP,NNS,VBG,1
PRP$,NNS,MD,23
EX,VBN,IN,1
NN,VBD,VBN,150
VBP,PRP,DT,16
MD,VB,PRP$,71
IN,VB,RB,1
NNS,JJR,DT,1
RB,NN,DT,12
DT,IN,NN,38
PRP$,JJS,CC,1
VBP,VBZ,IN,4
VB,PRP,NN,8
CC,PRP$,PRP$,3
NN,VBZ,NNP,1
JJ,RB,NN,13
WP,DT,MD,2
NN,MD,VBG,2
NN,DT,NNS,131
WRB,VBP,NNS,3
RBS,VBG,NN,1
VBP,RP,RB,4
VBZ,CC,RB,9
VB,JJ,JJ,14
RB,WP,VBG,1
VBD,NN,PRP,17
DT,NN,WDT,93
NNS,VBZ,JJ,5
VBN,JJ,TO,5
VBD,PRP,WP,2
VBD,NN,WRB,7
WP,-NONE-,VBP,1
DT,CC,DT,8
VBZ,IN,TO,3
PRP,JJS,DT,1
JJ,CC,RB,52
IN,VBN,MD,1
DT,PRP,IN,7
WDT,VBD,PRP$,6
VB,NN,PRP$,5
TO,JJ,VBN,1
VBP,VB,TO,1
DT,RBR,PRP,7
CC,IN,PRP,70
NN,IN,JJR,10
IN,PRP,WP$,3
VBP,RB,PRP$,11
IN,JJS,EX,1
JJ,TO,JJ,18
DT,NNP,NNS,5
IN,JJ,CD,2
JJS,NN,CC,9
JJ,NNS,WP$,4
VBZ,IN,WP,1
RB,WRB,CC,1
VB,IN,PDT,1
NNS,TO,JJ,7
CC,VBP,RB,12
TO,NN,IN,37
IN,PRP$,JJS,3
IN,EX,NN,1
TO,JJ,IN,6
PRP$,JJ,WP,1
PRP$,VBN,VBG,2
VBN,NNS,WP$,2
JJ,VBD,CC,2
VBN,NNS,PRP$,5
VBG,VBN,WRB,1
NNS,VBP,VBD,6
MD,RB,RBR,8
VBZ,NNS,JJ,2
NN,NN,RB,220
DT,NNS,IN,456
VBD,IN,JJS,4
JJS,NNS,WDT,4
NNS,CC,WP$,1
VBN,VBZ,RB,1
VBP,TO,NN,17
PDT,NN,NN,1
VBG,NNS,MD,3
RB,PRP,PRP,1
VB,WP,DT,1
NNS,TO,PRP$,21
PRP$,NNP,NN,1
VB,CC,IN,8
IN,PRP$,TO,2
TO,PRP$,RB,2
PRP$,RB,VBG,3
VBD,VBN,RB,15
NNS,WDT,VBD,27
PRP,RP,IN,2
VBP,VBG,JJS,1
MD,VB,WP,2
RB,VBD,MD,2
VB,EX,CC,1
IN,WDT,TO,5
RB,CC,VBZ,1
CD,VBD,NNS,1
VBP,MD,VB,28
VBN,NN,MD,9
JJ,CC,NN,121
CC,DT,IN,25
VB,DT,NNP,4
PDT,NNS,VBD,1
VBZ,NNS,PRP$,2
PRP$,MD,VB,3
VBP,IN,RB,20
NNS,NNS,PRP,4
NN,JJR,VBG,1
EX,VBP,DT,3
PRP$,NNS,NN,42
VBZ,IN,JJ,47
NNS,VBP,WP$,1
IN,JJS,PRP$,4
PRP$,VBG,NNS,1
VBG,NNS,WRB,3
RB,PRP$,JJ,20
PRP,MD,CC,4
VBZ,JJ,NN,71
PRP,TO,DT,16
-NONE-,VBP,MD,2
VB,VBZ,VBG,1
JJ,VBN,CC,5
NN,PRP,RB,95
VBP,VBP,RB,6
VBN,WP,VBZ,1
NN,VBN,VBD,1
DT,WDT,VBZ,5
IN,NNS,WP$,5
VBP,JJR,PRP$,1
JJR,RB,JJR,1
VBZ,VBG,PRP,1
JJ,TO,VB,89
PRP$,VBN,VBN,3
VBG,NN,NNS,39
PRP,VBZ,CC,24
NN,NN,VBN,16
VBD,WRB,PRP,3
VBP,RP,NNS,2
NNS,VBZ,VBP,2
VBD,CC,IN,11
NNS,RB,CC,11
DT,PRP,DT,1
JJR,IN,VBN,2
VBZ,CC,RBR,1
VBG,WRB,PRP,3
RB,NN,VBZ,7
WP,VBP,IN,6
